GSM5527895	GSM5527896	GSM5527897	GSM5527898	GSM5527899	GSM5527900	GSM5527901	GSM5527902	GSM5527903	GSM5527904	GSM5527905	GSM5527906
cg13928417	0.128961103	0.143629473	0.150160585	0.139229731	0.114736784	0.096028692	0.121163263	0.10827966	0.101859338	0.125375096	0.132229726	0.127782485
cg00215902	0.784861516	0.779494893	0.806574858	0.805319718	0.805547955	0.758037368	0.813953759	0.799921641	0.769302117	0.770410874	0.796182864	0.754135392
cg07389319	0.395776012	0.411180651	0.381434023	0.465891997	0.40143005	0.39943245	0.425874303	0.356091	0.396747989	0.491739071	0.483453742	0.464899622
cg26441038	0.344278168	0.358965107	0.285043088	0.405769087	0.384628721	0.361853501	0.264743977	0.374602806	0.334341278	0.282644593	0.286713068	0.297869215
cg26980692	0.286393827	0.297696594	0.326043147	0.162503278	0.247996864	0.226287473	0.242425398	0.230245011	0.225696419	0.251644986	0.283527949	0.189515553
cg07162264	0.669337247	0.728829256	0.69751209	0.746558481	0.777138567	0.659387795	0.762579942	0.777975009	0.720284362	0.776457281	0.798375061	0.748849586
cg20433365	0.780267996	0.783182812	0.678717734	0.751654188	0.773048592	0.817962878	0.77020986	0.80925662	0.788325054	0.770798249	0.771417887	0.821104713
cg05851333	0.835462499	0.840414411	0.80120417	0.889842848	0.86241377	0.887535921	0.869774842	0.843450828	0.860122168	0.87114647	0.837661546	0.896596738
cg27057036	0.752366992	0.804419133	0.74208724	0.778915663	0.770839145	0.76150875	0.705350134	0.704704678	0.785964497	0.72387539	0.755679771	0.736151367
cg25939505	0.214436934	0.271317508	0.264046472	0.225858247	0.283977774	0.277652814	0.306394956	0.300193088	0.285825417	0.317158601	0.267869297	0.257370759
cg20608786	0.824573359	0.816103552	0.813288212	0.750852139	0.803870763	0.817748391	0.784323744	0.852439894	0.843161494	0.806303245	0.795518652	0.757742831
cg11958949	0.393765929	0.408990722	0.356934175	0.370377276	0.375164417	0.443833059	0.387761885	0.406204169	0.416200045	0.392548483	0.354340228	0.41514129
cg19261633	0.875460576	0.824034179	0.842382842	0.842346618	0.795679415	0.86832659	0.877683631	0.816090144	0.845106298	0.881103566	0.831602831	0.871140137
cg14655471	0.629568779	0.72628418	0.720772931	0.711652044	0.707991254	0.674483157	0.724902464	0.745871904	0.694080035	0.747595188	0.704928444	0.709755279
cg07125725	0.717219703	0.758807625	0.790937122	0.724951258	0.793585443	0.774868424	0.742968461	0.73195008	0.754574059	0.694112332	0.762450923	0.731138672
cg02179849	0.86715855	0.864585459	0.880017229	0.867430599	0.877213233	0.845266889	0.849041468	0.860888165	0.853001828	0.877936109	0.86886141	0.805418923
cg19656615	0.704777802	0.695418872	0.700391616	0.734577303	0.630315167	0.665965961	0.698175618	0.646885271	0.684810027	0.750050753	0.73898929	0.695501766
cg18144849	0.867318656	0.875944628	0.831550801	0.887609977	0.865213129	0.878089895	0.874109514	0.906624421	0.863897298	0.886439611	0.847792294	0.890527082
cg15169266	0.848161948	0.846739534	0.825277824	0.816303252	0.833102021	0.777098714	0.822182387	0.792630247	0.795764473	0.838275904	0.820732507	0.808716533
cg03873220	0.773807884	0.767444718	0.726650201	0.8228476	0.813118284	0.866457246	0.798451029	0.770166085	0.789643811	0.807875107	0.816411073	0.838940059
cg10900543	0.805048588	0.771509289	0.686850101	0.821466032	0.805021795	0.831947406	0.818445033	0.834959708	0.830607384	0.814209055	0.797735967	0.850200588
cg24609140	0.833012445	0.848329367	0.781709681	0.845588571	0.838798335	0.861389924	0.841166539	0.851857723	0.845936808	0.858477615	0.785653184	0.846357378
cg08332992	0.626162924	0.612175117	0.603586157	0.610922143	0.665570816	0.617195606	0.674151267	0.699520683	0.602959741	0.664223095	0.678550479	0.610478696
cg20641531	0.896884021	0.894332818	0.882383826	0.891312969	0.901976175	0.900585516	0.839003485	0.857033366	0.876640942	0.881302967	0.885440461	0.871740953
cg07256732	0.883336623	0.863685528	0.844373179	0.862657283	0.871333541	0.887419829	0.859113206	0.873587091	0.862792	0.868428661	0.858285994	0.889797116
cg00612332	0.195449173	0.192489183	0.172169682	0.296893489	0.144955399	0.200054495	0.119641131	0.215570457	0.206233814	0.174772013	0.236696972	0.203496622
cg22031103	0.662156814	0.696490672	0.577245677	0.718659217	0.729108766	0.733745545	0.654633307	0.68701316	0.716714574	0.703786275	0.682126522	0.724457339
cg10368122	0.451765226	0.456659559	0.441490446	0.479032909	0.417467445	0.45898014	0.481177402	0.441685775	0.460413747	0.466285909	0.481484325	0.492071091
cg02304134	0.684007539	0.675842407	0.614465571	0.686085751	0.618463412	0.677256151	0.673640941	0.640127449	0.684107923	0.686715549	0.643583623	0.695128136
cg26971042	0.161245511	0.183522602	0.150005881	0.127400327	0.23544366	0.162846328	0.154126907	0.238885015	0.160678533	0.141767391	0.178582153	0.153444101
cg02035448	0.877406482	0.844425889	0.82662601	0.806927571	0.854746979	0.853820783	0.830052159	0.876161045	0.867363659	0.786696912	0.811441501	0.789702622
cg04966774	0.685992691	0.66256734	0.640885815	0.728094101	0.68944514	0.705735027	0.697877366	0.717710536	0.718947228	0.679612661	0.687275207	0.722621605
cg21857449	0.837902373	0.802331584	0.797456495	0.850955773	0.849499589	0.757302254	0.775581852	0.827443274	0.793394973	0.801803561	0.769403882	0.794672449
cg22317385	0.237047155	0.265633527	0.192404604	0.182838669	0.228374568	0.311883937	0.303560719	0.299486515	0.343101936	0.295972032	0.222824292	0.34227803
cg22209098	0.820353396	0.801309967	0.798905339	0.758006027	0.831426316	0.8264788	0.803521338	0.818529698	0.81782424	0.826391097	0.784652267	0.845246593
cg11977361	0.6852999	0.708951026	0.67733815	0.684426827	0.684123416	0.684458865	0.656287721	0.655094961	0.643682197	0.647682064	0.66711776	0.636308153
cg01604809	0.79288688	0.844192441	0.84967132	0.849592492	0.873791318	0.850348379	0.892071389	0.880143246	0.801769761	0.869793614	0.88633958	0.920718973
cg05759347	0.243231771	0.257544467	0.321940743	0.220641593	0.214336583	0.197501878	0.192297269	0.170644471	0.213675867	0.228766046	0.29201433	0.161093607
cg14110920	0.829990743	0.809828463	0.783211109	0.795313833	0.81789513	0.837958058	0.818983475	0.866376402	0.851097267	0.839782671	0.775780738	0.827843292
cg03522489	0.858838812	0.866837439	0.84320357	0.839155937	0.866220059	0.839750228	0.854633867	0.867778186	0.847127394	0.867250493	0.88054874	0.834007004
cg02647748	0.887270026	0.889677733	0.898107135	0.888762059	0.864227688	0.856682771	0.865614646	0.852037824	0.875930015	0.843206792	0.864729709	0.863565608
cg24481177	0.827992281	0.819177045	0.832005146	0.834223429	0.858350006	0.808083151	0.816912797	0.824426357	0.800132328	0.836388316	0.835695769	0.801416203
cg10458600	0.83605498	0.824479411	0.809436829	0.830417202	0.831754829	0.829726859	0.824377991	0.880410369	0.864519551	0.800647758	0.739362523	0.793268799
cg19918549	0.08573389	0.099800424	0.094058944	0.096439934	0.085748797	0.094394575	0.076843146	0.091578096	0.088369939	0.076047473	0.066147337	0.085035434
cg13699412	0.887160188	0.886242992	0.886686441	0.901047306	0.876806767	0.840893996	0.867170116	0.849568152	0.856934708	0.867968744	0.87249056	0.859876718
cg03990261	0.884826636	0.83689471	0.870703338	0.873206903	0.851085925	0.810076178	0.829341315	0.785541526	0.803443852	0.816855751	0.841220311	0.822345148
cg24957609	0.334433806	0.317459124	0.242274588	0.298110304	0.261604119	0.29073255	0.325726352	0.337354564	0.287338762	0.322960773	0.183406767	0.306706166
cg16550651	0.818405247	0.868213091	0.839829483	0.859391572	0.880805986	0.82417945	0.857507245	0.847109547	0.861933895	0.868222635	0.865987991	0.866046362
cg04496578	0.872365322	0.873503865	0.873421183	0.831705117	0.88905871	0.87607084	0.894528118	0.891270766	0.854453118	0.874621656	0.84778401	0.85976585
cg04657000	0.802332471	0.810009566	0.71909807	0.820438272	0.786117951	0.808034481	0.823612837	0.828543428	0.819610957	0.85015551	0.716627071	0.810878012
cg08828733	0.473132132	0.466423062	0.472034679	0.464348045	0.46382255	0.466502719	0.48191495	0.48666364	0.470219793	0.443925626	0.432344148	0.436013054
cg24760187	0.133768592	0.170634427	0.120242483	0.205003649	0.228490432	0.157755503	0.166113428	0.166732957	0.133603866	0.17961783	0.181504637	0.191988628
cg02970679	0.800589865	0.787666729	0.82563557	0.820145034	0.843459713	0.806192439	0.793714958	0.829107494	0.776905468	0.823423615	0.829072123	0.776829214
cg03896685	0.858954019	0.846411028	0.822322136	0.864437996	0.857635806	0.849710748	0.830598874	0.855521144	0.857705624	0.879191937	0.837183452	0.868655654
cg05869699	0.144370882	0.096063434	0.151579368	0.096855227	0.101965892	0.122218229	0.107604081	0.076364236	0.102794382	0.083304016	0.093124856	0.108330985
cg23084667	0.482607189	0.470500505	0.404422204	0.501141262	0.504056776	0.485103752	0.500120362	0.527896084	0.477111857	0.45886457	0.444977029	0.500638836
cg15810023	0.916270727	0.879499532	0.889616827	0.905856167	0.879104902	0.83587815	0.888185668	0.848124822	0.838155694	0.882169648	0.871050432	0.890140667
cg03048488	0.830918961	0.837485605	0.850694388	0.864984814	0.789421953	0.813026146	0.865857761	0.794314161	0.844959935	0.832062385	0.840454086	0.860737154
cg00920892	0.403204541	0.421307389	0.428721138	0.358048885	0.391812853	0.437471591	0.454120259	0.444741132	0.435126996	0.447710088	0.439980328	0.442321053
cg17701258	0.22892292	0.273538952	0.311699105	0.213421364	0.240206642	0.250534203	0.231218456	0.242696979	0.237737403	0.238203209	0.24680742	0.205061523
cg10699171	0.123332901	0.20713844	0.145108986	0.160557868	0.195089976	0.278832063	0.245650609	0.302479041	0.253731998	0.256249172	0.18877998	0.254641784
cg27298253	0.805006479	0.798306526	0.772297232	0.817157652	0.82527951	0.822360018	0.832750775	0.828779813	0.83529208	0.805528935	0.796385147	0.828362947
cg14463395	0.913878345	0.892596825	0.894959033	0.894284793	0.897335092	0.886666716	0.899080898	0.917958037	0.886442394	0.913057475	0.891928987	0.888907844
cg26074552	0.852157259	0.840775999	0.822508432	0.883875966	0.875052763	0.883681102	0.852098842	0.871434684	0.860303324	0.868758649	0.827509698	0.866143823
cg10480329	0.904919826	0.902226934	0.900288775	0.90185713	0.894015236	0.904475048	0.893518377	0.86139745	0.897316029	0.895240283	0.891979748	0.885180144
cg17526357	0.847518632	0.819398698	0.834451622	0.858545877	0.857986477	0.814687181	0.800898756	0.85575532	0.823596779	0.859863783	0.827385285	0.778260824
cg10761804	0.180425547	0.233851479	0.290664464	0.244030198	0.253660293	0.194454331	0.249662646	0.16880836	0.184883325	0.232836079	0.294484674	0.208450122
cg08243981	0.636439144	0.684249022	0.596183522	0.757762887	0.680677307	0.689289501	0.686029286	0.722230407	0.696502986	0.67835291	0.676101417	0.717695962
cg07655126	0.327297891	0.345688444	0.258691541	0.392898662	0.255092072	0.337060934	0.300673265	0.30175598	0.352749746	0.335181974	0.329284616	0.405689635
cg03833097	0.806519269	0.80227995	0.754944619	0.842969286	0.856943095	0.837907247	0.865037991	0.797537248	0.866242003	0.826084877	0.857808577	0.878267753
cg00322928	0.795450755	0.826503668	0.824015069	0.80890657	0.860960413	0.795834544	0.830329907	0.872264524	0.841456749	0.847421704	0.844125236	0.843630221
cg24736010	0.765799458	0.788249751	0.790809395	0.848380671	0.856063184	0.819088409	0.899334849	0.823307062	0.828832602	0.869956917	0.889735501	0.904484712
cg10096215	0.132265776	0.124684238	0.136867063	0.132708781	0.201447409	0.113347966	0.099207512	0.132829372	0.113741034	0.13899764	0.121094014	0.105099592
cg08698681	0.809818388	0.813282215	0.825618696	0.8243817	0.853414124	0.795187413	0.807514499	0.839566687	0.816339276	0.835910426	0.818927203	0.802333915
cg17035174	0.247743054	0.256786829	0.191652921	0.237537786	0.212982596	0.221752892	0.267768363	0.251836635	0.22241446	0.263256326	0.257557108	0.255320926
cg01207474	0.228162187	0.236882149	0.234974616	0.183537738	0.16702263	0.202555979	0.23052775	0.17869517	0.201219882	0.247437019	0.181070192	0.173377521
cg22043544	0.795678305	0.812854668	0.710654998	0.858754081	0.825232552	0.848219282	0.835855371	0.838628061	0.785675355	0.848211747	0.788508192	0.866775575
cg14043316	0.807150853	0.795095974	0.805958162	0.779818031	0.74907337	0.7879838	0.717437464	0.744190281	0.77378534	0.752331034	0.777881844	0.809252432
cg17689473	0.203676246	0.195488731	0.226065369	0.165678307	0.169189134	0.158244454	0.152507649	0.149166544	0.17321915	0.188892392	0.19726385	0.154173391
cg00789615	0.862963485	0.872753503	0.796258622	0.90095228	0.880862796	0.873134745	0.867216861	0.87203292	0.835613892	0.878662523	0.87700872	0.907100038
cg24111259	0.808668077	0.800599963	0.737126444	0.833540962	0.799658075	0.830446527	0.845042442	0.787217944	0.823745861	0.808231877	0.811953778	0.844117901
cg00094401	0.794876889	0.749704803	0.762090734	0.820618552	0.823367372	0.823463061	0.82575849	0.794195771	0.811298158	0.80562133	0.820766442	0.837843021
cg16495530	0.869079653	0.873613722	0.865375953	0.791904589	0.850229211	0.855185907	0.872433361	0.869841796	0.842236401	0.877214027	0.826031718	0.842510488
cg21057467	0.851977147	0.8046404	0.722051747	0.84119994	0.706734785	0.796354398	0.837238486	0.772460178	0.800566469	0.833311784	0.799254086	0.84295863
cg15876825	0.959355457	0.931650677	0.944786209	0.942796528	0.865503907	0.937337302	0.957587835	0.877597396	0.942497793	0.952737435	0.937173942	0.948182437
cg26264767	0.904391515	0.8860587	0.902577099	0.82598724	0.893573299	0.876473802	0.884461167	0.886635262	0.880406723	0.892910858	0.841859656	0.864427
cg26366091	0.352625907	0.373065657	0.300140817	0.402600064	0.317162483	0.2783682	0.330120889	0.250754579	0.360506014	0.282776478	0.335530571	0.316034848
cg04987438	0.306290084	0.340179768	0.270952204	0.371819972	0.358783294	0.322041712	0.346290697	0.321958322	0.348308663	0.34494634	0.358347327	0.385422274
cg18082735	0.223991495	0.26449142	0.24701048	0.319863086	0.256984869	0.244325353	0.208379745	0.264192164	0.193487631	0.24780187	0.269264889	0.268391919
cg18254053	0.903844033	0.877274943	0.90792793	0.910588236	0.848154251	0.833292937	0.871441065	0.834977512	0.858869126	0.861876561	0.874970874	0.871371373
cg03284117	0.758377917	0.752125247	0.718090248	0.766746948	0.7922215	0.795340579	0.801732189	0.819970073	0.785675579	0.754354378	0.775410331	0.805739278
cg06149826	0.281366464	0.300990431	0.267358672	0.365228084	0.323960982	0.370827944	0.366793848	0.408519082	0.36952012	0.339010412	0.370570796	0.396673139
cg10595031	0.741713336	0.701686182	0.655226912	0.714412978	0.705815054	0.713715724	0.724334626	0.772115293	0.760440561	0.723969506	0.734727305	0.730954586
cg01943873	0.170907363	0.132773271	0.160749061	0.107458082	0.122956024	0.095029996	0.104456497	0.08385516	0.09256018	0.122182224	0.119613945	0.133695138
cg10718835	0.851077088	0.834794101	0.835954294	0.776836498	0.858336176	0.858619834	0.856325132	0.856669757	0.80640092	0.871707503	0.830450936	0.824399394
cg27345524	0.240764667	0.256706915	0.183691978	0.254330907	0.334431402	0.26386605	0.20530318	0.310040123	0.243712266	0.202719574	0.170828222	0.222268878
cg06601071	0.288332666	0.319567283	0.240616359	0.269814504	0.290489342	0.265419468	0.285364987	0.320619949	0.286914581	0.274489338	0.280333705	0.240817671
cg25435020	0.510629732	0.546147831	0.586584963	0.586273827	0.553226066	0.504419497	0.452822625	0.492885569	0.474279141	0.589018089	0.521188855	0.478375437
cg14966453	0.738028311	0.729902882	0.66578852	0.851097797	0.822601785	0.819140972	0.785212625	0.792484339	0.807407442	0.801613726	0.78261524	0.855673165
cg10008461	0.320405108	0.33606861	0.269793444	0.363933874	0.335364105	0.418194248	0.331334529	0.355754225	0.302615353	0.302087543	0.344876537	0.403007046
cg11474081	0.273302294	0.328063031	0.223539516	0.250573382	0.233758736	0.32432464	0.262769389	0.318216604	0.317493803	0.264181385	0.190087159	0.279434076
cg24921089	0.250919298	0.278541641	0.284514909	0.299260562	0.289961949	0.23032313	0.280400106	0.238991739	0.236447526	0.281851635	0.305202363	0.293740118
cg15384400	0.290066955	0.218750695	0.159525429	0.177836713	0.175150909	0.231196981	0.160656567	0.18279615	0.150520238	0.208419361	0.095057265	0.240596923
cg23760254	0.783633169	0.779222697	0.768367772	0.797784587	0.830311366	0.78808417	0.812697863	0.812782369	0.82200657	0.801614231	0.831530142	0.810330129
cg05980836	0.709237611	0.755875469	0.64339525	0.789868736	0.755056018	0.769173085	0.744579509	0.764605958	0.704634778	0.712690315	0.700942635	0.739273402
cg08087047	0.71258993	0.686228984	0.709465287	0.699861666	0.625450809	0.710322826	0.726635285	0.650239906	0.70520397	0.714407693	0.690692561	0.70933956
cg09948350	0.883068825	0.848321295	0.857783964	0.891590605	0.842865253	0.789978268	0.843814591	0.80693639	0.814231421	0.835887311	0.836545423	0.851816639
cg22488278	0.833554945	0.84862382	0.855927888	0.850619715	0.73546485	0.843900445	0.879654094	0.809092852	0.862739354	0.870792975	0.856330068	0.872494553
cg08786188	0.828911844	0.838731167	0.820670961	0.818164368	0.897070953	0.826754473	0.83013516	0.885501505	0.829412739	0.884043329	0.854042091	0.834192737
cg14656127	0.759541331	0.788085212	0.776210507	0.766190489	0.747446606	0.756910845	0.727057887	0.751772107	0.677624263	0.748731193	0.745249062	0.718134233
cg25026693	0.87433609	0.88028193	0.878999755	0.834610614	0.867187454	0.845155677	0.845709786	0.824940194	0.866547753	0.885608463	0.87030336	0.849719346
cg20517277	0.414184514	0.43328154	0.45292824	0.354968014	0.351137958	0.374436189	0.371654976	0.366346928	0.393685134	0.380057922	0.372167089	0.354865134
cg18688142	0.184992273	0.282181293	0.194596353	0.216382464	0.230736345	0.337342671	0.302217929	0.316970088	0.328461765	0.299426904	0.236801428	0.408993769
cg19329549	0.05175021	0.053803631	0.052425209	0.063917847	0.103933819	0.100661254	0.05980902	0.11140737	0.058832604	0.067928729	0.071680256	0.071859753
cg00649318	0.16120163	0.185856565	0.141455977	0.208668544	0.195240936	0.233594768	0.243902528	0.271082009	0.225802294	0.253807743	0.195362802	0.207559961
cg21566773	0.818099652	0.846457828	0.838972125	0.837047652	0.831151737	0.830109653	0.832555453	0.792629444	0.822965767	0.82638011	0.83956427	0.822854712
cg04656451	0.193065252	0.214244476	0.244256186	0.185683923	0.193667147	0.159650892	0.192564491	0.140644624	0.174009481	0.189726659	0.250995061	0.183331809
cg08515427	0.780110913	0.819354959	0.818292228	0.825093157	0.856873264	0.79856746	0.837825138	0.858656922	0.845680835	0.834333661	0.867397055	0.831895565
cg06721910	0.118805877	0.155330924	0.129283935	0.228163846	0.166167409	0.2020341	0.217522782	0.226366006	0.183621012	0.205658125	0.245364108	0.224675171
cg09322573	0.824193155	0.82286791	0.792541413	0.798498179	0.805729269	0.754974108	0.746817922	0.748818459	0.775495047	0.813290136	0.774916072	0.776199327
cg21365733	0.784442561	0.763139143	0.725239822	0.766125835	0.677791332	0.759145405	0.809351155	0.739796787	0.76556587	0.795422704	0.74939959	0.782954336
cg09221159	0.278911904	0.323510822	0.212247256	0.264932394	0.285122814	0.388099995	0.320183509	0.366061244	0.360708687	0.295993278	0.214976367	0.355736185
cg07143462	0.83318471	0.802872563	0.811918993	0.836606046	0.831928464	0.747205033	0.771230656	0.780614929	0.756209769	0.84035257	0.827164396	0.760593715
cg06700877	0.674542293	0.680611964	0.672817107	0.680647014	0.661114248	0.703819826	0.663638508	0.710606859	0.702113621	0.702088274	0.686735523	0.673673609
cg08538069	0.802981273	0.82691213	0.864799017	0.865142756	0.891746149	0.858564823	0.838707938	0.843077136	0.83509635	0.853256342	0.842402086	0.821685025
cg06432889	0.079970489	0.123427585	0.055067446	0.149951559	0.106129264	0.102446588	0.097041132	0.11075177	0.118302146	0.064691461	0.109612362	0.089109587
cg07755228	0.163155706	0.189471897	0.178552769	0.226780162	0.193205182	0.195275763	0.190999664	0.15130097	0.149057574	0.193465438	0.214353866	0.201836051
cg10245608	0.206259468	0.226582655	0.222221976	0.212260531	0.210784219	0.17641041	0.211909227	0.209855272	0.211616706	0.189626237	0.228455407	0.20348546
cg08560070	0.778712617	0.821655786	0.761045264	0.756628316	0.781093564	0.802916863	0.766835118	0.7982351	0.787045254	0.767148271	0.792022468	0.744656985
cg23850174	0.164002847	0.164221564	0.179577695	0.132158447	0.123229265	0.105404482	0.142716492	0.098484731	0.120319958	0.158629918	0.188683979	0.134145
cg04699519	0.825985846	0.867504048	0.824111866	0.868831544	0.85811121	0.842378286	0.838982114	0.883972808	0.849903145	0.851432777	0.850091467	0.835656128
cg12145099	0.852406656	0.80873399	0.819440077	0.823689608	0.839110442	0.837750802	0.813194351	0.834273539	0.827445497	0.82456033	0.811701829	0.838445814
cg10898971	0.876872959	0.862462963	0.880676961	0.809151665	0.902444205	0.854495077	0.873053147	0.860367371	0.848936345	0.886262586	0.824721652	0.857989195
cg12716601	0.262389556	0.303886299	0.228245902	0.267169438	0.350870222	0.268949167	0.250026493	0.285344056	0.23933297	0.265247696	0.286168783	0.230464818
cg21781671	0.780500878	0.808182228	0.775213091	0.732306291	0.773811932	0.793499009	0.779127851	0.794767039	0.781889489	0.807898669	0.762277854	0.776041484
cg11311865	0.307305699	0.347150538	0.251607973	0.320062333	0.291245093	0.367582158	0.294779175	0.334246674	0.332147376	0.302192328	0.241646069	0.320251434
cg13233688	0.317849224	0.343511095	0.358414493	0.263445568	0.356595797	0.288542364	0.314656762	0.322317948	0.285182827	0.318803485	0.339413402	0.262586546
cg23451129	0.696291855	0.727498356	0.624234462	0.693516879	0.737412501	0.689427905	0.684214137	0.703218154	0.720285106	0.71811925	0.683112679	0.70123115
cg22272473	0.33189662	0.377236438	0.297273947	0.334769174	0.379690975	0.358625908	0.345674711	0.414870368	0.392130408	0.332708837	0.333850788	0.369473973
cg26999041	0.883365247	0.871329654	0.889998236	0.900667931	0.836919072	0.862178703	0.880243793	0.849832688	0.864658452	0.88420574	0.861534727	0.882542676
cg26905726	0.872005064	0.865789692	0.854433569	0.765777381	0.869242143	0.852467987	0.866142005	0.899254759	0.852262884	0.866775836	0.850500401	0.85099558
cg17116998	0.914182775	0.861429324	0.882950422	0.914640776	0.866624093	0.8200016	0.877755976	0.839263006	0.866618629	0.859423482	0.866323513	0.870554986
cg08479615	0.156914059	0.163579545	0.18427522	0.139576122	0.223210143	0.150120388	0.128351243	0.195170281	0.15496424	0.155631099	0.21306001	0.129589902
cg26011170	0.136148559	0.178416688	0.113589083	0.154600602	0.162880583	0.134602513	0.130142769	0.13845778	0.173536045	0.134003503	0.108820333	0.151933706
cg25605773	0.873489237	0.866267782	0.853365362	0.865580171	0.852684857	0.861894373	0.836045352	0.8417295	0.858099937	0.845636921	0.83758685	0.839659479
cg18687845	0.874856454	0.879626559	0.822612069	0.849237945	0.885075054	0.897964424	0.858760967	0.888195887	0.875224402	0.878274204	0.851268951	0.879379883
cg06658391	0.752615295	0.76103362	0.710296751	0.816669642	0.786831726	0.804300585	0.788416926	0.793936831	0.82132781	0.800947245	0.815164118	0.828179335
cg02392976	0.458284129	0.446939518	0.499269137	0.439449171	0.417902698	0.392828106	0.426260309	0.38485851	0.440872845	0.460438082	0.45810452	0.371695235
cg15934644	0.875334926	0.869522212	0.827483673	0.891140376	0.881510488	0.877966868	0.902636422	0.883571845	0.866736654	0.889571188	0.873683832	0.885884685
cg21114453	0.878900942	0.880567054	0.862136651	0.852911143	0.845297541	0.862221426	0.847515895	0.842862217	0.8793307	0.84223196	0.84425741	0.853527054
cg16420024	0.826365629	0.824365297	0.803125436	0.838915704	0.841111685	0.815727224	0.851962943	0.893580692	0.81267155	0.860139954	0.838726897	0.839727385
cg20315954	0.852836105	0.851171167	0.892752397	0.86035229	0.884098002	0.809477351	0.82313794	0.869048859	0.855209498	0.849977036	0.872121123	0.789263929
cg22034357	0.821279364	0.828637095	0.805298899	0.843728826	0.848681117	0.780442737	0.80956869	0.829394784	0.811839174	0.843284393	0.822655655	0.770268614
cg13091627	0.111071549	0.160381947	0.14328966	0.137310257	0.109827089	0.144609422	0.152359624	0.129808291	0.161153668	0.147786346	0.141001403	0.162323584
cg19959921	0.87074942	0.88794368	0.878975444	0.854481811	0.847653118	0.842260795	0.848501424	0.786903599	0.832615441	0.847572258	0.866302131	0.840190297
cg23520422	0.266549605	0.298258496	0.316425519	0.299156935	0.286886135	0.267994429	0.269968416	0.272558832	0.30596619	0.277378904	0.327918867	0.301176134
cg19805435	0.775712466	0.759622689	0.692638665	0.772768536	0.807256115	0.758392955	0.827166905	0.786042061	0.749779272	0.799664813	0.815147738	0.875592854
cg09292296	0.732982611	0.73626483	0.73050511	0.774043395	0.763417484	0.76979911	0.834714464	0.807789184	0.792079606	0.794602382	0.841701621	0.857033741
cg08172463	0.860035326	0.844717987	0.860136546	0.840986105	0.883524963	0.871242146	0.870502563	0.867687217	0.849299611	0.871357562	0.848560683	0.880886339
cg04332442	0.149238841	0.127236723	0.139565941	0.110146231	0.090804215	0.156950946	0.111691565	0.093301557	0.115552398	0.123527979	0.083964548	0.093897113
cg20695119	0.830622844	0.821490067	0.826628258	0.714448607	0.856927717	0.813755991	0.870075824	0.847271096	0.804322004	0.850077482	0.812955522	0.802384242
cg23359742	0.330988488	0.35655842	0.338459161	0.347539364	0.371151596	0.317709063	0.337693207	0.352781424	0.285958852	0.35413466	0.349855844	0.330158159
cg09027879	0.76039187	0.777545451	0.66721538	0.796358968	0.764160268	0.79651324	0.771551247	0.802833796	0.752505498	0.803261146	0.719657104	0.822825654
cg14365488	0.88165062	0.857953299	0.895772883	0.872285864	0.869082997	0.855660384	0.838743165	0.853408791	0.863072997	0.884012294	0.863348703	0.818348099
cg20330224	0.88302814	0.89700769	0.912212759	0.840894138	0.894734054	0.8833127	0.869118342	0.906545965	0.913314637	0.895074425	0.880469619	0.859994055
cg22868237	0.790355856	0.770191569	0.760119051	0.813149647	0.844680249	0.789908844	0.802434014	0.805795206	0.792181065	0.810830556	0.831994292	0.822317661
cg08724085	0.792982528	0.780449676	0.733880158	0.811033906	0.818197416	0.835733915	0.790236334	0.805540083	0.804930962	0.808385389	0.762412745	0.822391517
cg25904398	0.12829828	0.194006317	0.231086673	0.104099799	0.162072785	0.124357794	0.153135205	0.159941924	0.141822903	0.147583283	0.149537751	0.125510976
cg08355910	0.599655152	0.545243222	0.5256203	0.602368557	0.641787257	0.638106219	0.517189966	0.557320447	0.573702952	0.566524211	0.598093747	0.525752196
cg01553433	0.177631184	0.194106745	0.177670536	0.231845877	0.202553273	0.159359009	0.216471041	0.17622075	0.14754625	0.220390437	0.194422699	0.209066982
cg21515671	0.131962445	0.171571335	0.171703252	0.099482822	0.129364277	0.129914641	0.100930458	0.136491095	0.139590844	0.136725712	0.127587639	0.071512612
cg14557721	0.730603236	0.724678888	0.725273254	0.719801668	0.701179137	0.716555953	0.688412166	0.729969346	0.718096561	0.691399842	0.740025634	0.706383665
cg14663208	0.797599896	0.79530701	0.797566975	0.813546659	0.698957058	0.792175519	0.829272186	0.785925133	0.800345279	0.820731799	0.808436774	0.822671398
cg01355089	0.406887329	0.439611808	0.374595265	0.331855911	0.399003953	0.424845936	0.47529172	0.471946127	0.449837255	0.451232366	0.437310907	0.484139749
cg21531416	0.865389987	0.875158853	0.853636538	0.783552708	0.875038741	0.858651791	0.866142618	0.870165208	0.864307509	0.884742997	0.85071951	0.852767767
cg05522807	0.086797575	0.113945909	0.114442959	0.127740716	0.125768823	0.111131671	0.140493343	0.110666642	0.107735513	0.152127193	0.145202097	0.150607701
cg11225266	0.867231327	0.85900438	0.85609859	0.849905263	0.803555672	0.879798816	0.887085138	0.867449294	0.875176237	0.873660854	0.842344265	0.886304392
cg24164702	0.107499268	0.12464728	0.12374517	0.12777916	0.102943381	0.091258854	0.133040935	0.078796264	0.10204728	0.136005082	0.158497414	0.130009868
